Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Los Angeles,Los Angeles_CA,CA,50,83,10,0,0.04,Light Rain,FALSE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,57,45,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Pendleton,Anderson_SC,SC,28,92,10,0,0,Clear,FALSE,FALSE,TRUE,day
3,Denver,Jefferson_CO,CO,77,32,20,3,0,Fair,FALSE,TRUE,FALSE,day
2,Portland,Multnomah_OR,OR,57,72,10,13,0,Cloudy,FALSE,FALSE,TRUE,night
2,Torrance,Los Angeles_CA,CA,59,82,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Indianapolis,Marion_IN,IN,53.6,54,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Hartford,Van Buren_MI,MI,12,71,1.5,18.4,0,Light Snow,FALSE,FALSE,FALSE,day
2,West Valley City,Salt Lake_UT,UT,86,23,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Miami,Miami-Dade_FL,FL,83,58,10,13,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,West Columbia,Lexington_SC,SC,75,64,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Sacramento,Sacramento_CA,CA,62.6,45,9,0,0,Clear,FALSE,FALSE,TRUE,day
4,Trenton,Mercer_NJ,NJ,59,93,4,3.5,0,Clear,FALSE,FALSE,TRUE,day
3,Draper,Salt Lake_UT,UT,84.9,41,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
4,Woodbridge,Prince William_VA,VA,52.3,81,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Syracuse,Onondaga_NY,NY,82.9,60,10,11.5,0,Mostly Cloudy,FALSE,TRUE,FALSE,day
2,Houma,Terrebonne_LA,LA,91,59,7,8,0,Fair,FALSE,FALSE,FALSE,day
2,Rockledge,Brevard_FL,FL,87,82,10,9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,62.6,100,0.2,0,0.04,Overcast,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis County_MO,MO,63,87,10,3,0,Cloudy,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,82.4,79,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Vallejo,Solano_CA,CA,50,89,10,5.8,0,Overcast,TRUE,FALSE,FALSE,twilight
3,Etters,York_PA,PA,64,73,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,64.4,32,10,0,0,Clear,FALSE,FALSE,TRUE,day
3,Rogers,Hennepin_MN,MN,84.9,43,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Linthicum Heights,Anne Arundel_MD,MD,71.1,61,10,9.2,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Plano,Collin_TX,TX,39.2,75,10,8.1,0,Clear,FALSE,FALSE,TRUE,night
2,El Paso,El Paso_TX,TX,75,24,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
3,San Jose,Santa Clara_CA,CA,60.1,55,10,15,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Atlanta,DeKalb_GA,GA,82.9,67,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,33.1,92,6,9.2,0.21,Light Drizzle,FALSE,FALSE,FALSE,night
2,Baton Rouge,East Baton Rouge_LA,LA,57,47,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Wichita,Sedgwick_KS,KS,71.1,47,10,25.3,0,Clear,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,53.6,72,10,6.9,0,Overcast,FALSE,FALSE,FALSE,night
2,Malibu,Los Angeles_CA,CA,66.9,47,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Wilsons,Dinwiddie_VA,VA,72.5,41,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
3,Neenah,Winnebago_WI,WI,71.6,50,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Jacksonville,Duval_FL,FL,64.4,21,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,63,70,10,8.1,0,Mostly Cloudy,FALSE,TRUE,FALSE,night
2,Clatskanie,Columbia_OR,OR,48.2,71,10,13.8,0,Light Rain,FALSE,FALSE,FALSE,day
3,Sacramento,Sacramento_CA,CA,63,70,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Sylmar,Los Angeles_CA,CA,70,49,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Wyoming,Chisago_MN,MN,33,80,10,12,0,Cloudy,FALSE,FALSE,FALSE,night
3,Long Beach,Los Angeles_CA,CA,77,52,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,22,66,10,16,0,Fair,FALSE,FALSE,FALSE,twilight
2,Youngsville,Lafayette_LA,LA,73.9,100,9,0,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,55.9,55,10,16.1,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,53.1,52,10,17.3,0,Overcast,FALSE,FALSE,FALSE,day
2,Omaha,Sarpy_NE,NE,77.7,23,10,16.1,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Conway,Horry_SC,SC,68,40,5,8.1,0,Haze,FALSE,FALSE,TRUE,day
2,Frederick,Frederick_MD,MD,26.6,100,10,0,0,Clear,TRUE,FALSE,FALSE,day
2,Port Costa,Contra Costa_CA,CA,55,74,10,13.8,0.01,Light Rain,FALSE,FALSE,FALSE,night
2,Brooksville,Hernando_FL,FL,57,89,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Madison Heights,Oakland_MI,MI,46.8,75,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,38,86,6,7,0,Fair,FALSE,FALSE,TRUE,day
2,Pasadena,Harris_TX,TX,73,90,10,8.1,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Albany,Albany_NY,NY,64.9,93,0.5,0,0,Fog,FALSE,FALSE,FALSE,day
3,Tanner,Limestone_AL,AL,28.9,96,4,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,62.1,93,8,11.5,0,Light Drizzle,FALSE,FALSE,FALSE,day
2,Tarzana,Los Angeles_CA,CA,66,48,10,8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,North Highlands,Sacramento_CA,CA,71.6,57,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
3,Fort Lee,Bergen_NJ,NJ,40,93,3,6,0.03,Light Rain,TRUE,FALSE,FALSE,twilight
2,Fort Lauderdale,Broward_FL,FL,88,70,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,72,40,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
3,Jacksonville,Duval_FL,FL,52,71,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Mountain View,Santa Clara_CA,CA,57.9,78,10,8.1,0,Clear,FALSE,FALSE,TRUE,night
3,Houston,Harris_TX,TX,68,94,9,5.8,0,Clear,TRUE,FALSE,FALSE,night
2,Dallas,Dallas_TX,TX,43,31,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Memphis,Shelby_TN,TN,57,89,10,16,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,69.1,70,7,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,45,74,10,0,0,Fair,FALSE,FALSE,FALSE,night
3,Cranston,Providence_RI,RI,75.9,30,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,61,22,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Independence,Cuyahoga_OH,OH,71.1,63,10,19.6,0,Clear,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,79,64,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,72,64,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Landrum,Greenville_SC,SC,84.9,59,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,80.1,85,10,0,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Maynard,Chippewa_MN,MN,17.1,84,0.5,0,0,Snow,FALSE,FALSE,FALSE,day
2,New York,New York_NY,NY,57,81,10,5,0,Cloudy,FALSE,FALSE,TRUE,day
3,San Francisco,San Francisco_CA,CA,63,70,10,10,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Norwalk,Los Angeles_CA,CA,59,58,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Saint Petersburg,Pinellas_FL,FL,89.1,48,4,0,0,Haze,FALSE,FALSE,FALSE,day
2,Southfield,Oakland_MI,MI,39.2,95,2.5,5.8,0,Overcast,FALSE,FALSE,FALSE,day
3,Riverside,Riverside_CA,CA,78.1,45,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Hyattsville,Prince George's_MD,MD,37.4,70,10,3.5,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,61,90,10,0,0,Scattered Clouds,FALSE,FALSE,TRUE,night
2,Fulton,Oswego_NY,NY,21.9,63,10,15,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Huntersville,Mecklenburg_NC,NC,62.6,77,7,6.9,0,Overcast,FALSE,FALSE,TRUE,day
2,Rochester,Olmsted_MN,MN,37,80,10,12,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Spring,Harris_TX,TX,46.9,93,10,15,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Finlayson,Pine_MN,MN,41,53,10,20.7,0,Clear,FALSE,FALSE,FALSE,day
2,Fresno,Fresno_CA,CA,84,25,10,7,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Macclenny,Baker_FL,FL,59,72,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,32,73,10,9,0,Fair,FALSE,FALSE,FALSE,twilight
2,Strasburg,Shenandoah_VA,VA,44.6,46,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
3,Paramount,Los Angeles_CA,CA,75,66,10,6.9,0,Clear,TRUE,FALSE,FALSE,day
2,Malibu,Los Angeles_CA,CA,82,33,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Jonesboro,Clayton_GA,GA,75,84,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,51.1,71,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,71,35,10,0,0,Fair,FALSE,TRUE,FALSE,night
2,Raleigh,Wake_NC,NC,77,82,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Fairfax,Fairfax County_VA,VA,64,75,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
3,Flint,Genesee_MI,MI,9,56,10,13.8,0,Clear,FALSE,FALSE,FALSE,night
3,Downey,Los Angeles_CA,CA,68,84,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Frederick,Frederick_MD,MD,69.8,73,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Compton,Los Angeles_CA,CA,64,35,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Longwood,Seminole_FL,FL,82,74,10,10.4,0,Clear,FALSE,FALSE,TRUE,twilight
2,Pelzer,Greenville_SC,SC,59,88,10,3,0,Fair,FALSE,FALSE,FALSE,night
3,Spartanburg,Spartanburg_SC,SC,37.4,87,10,11.5,0,Overcast,TRUE,FALSE,FALSE,day
2,San Francisco,San Francisco_CA,CA,53.6,77,9,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Oakland,Alameda_CA,CA,60.1,49,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Augusta,Columbia_GA,GA,75.9,82,10,5.8,0,Overcast,FALSE,FALSE,TRUE,day
3,Downey,Los Angeles_CA,CA,65,75,4,0,0,Haze,FALSE,FALSE,FALSE,day
2,Washington,District of Columbia_DC,DC,83,79,9,9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Atlanta,DeKalb_GA,GA,77,69,10,8.1,0.02,Light Rain,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,72,78,10,5.8,0,Overcast,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,73.4,50,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,43,68,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
3,Indianapolis,Marion_IN,IN,72,49,10,10.4,0,Clear,FALSE,FALSE,FALSE,twilight
2,Brentwood,Davidson_TN,TN,72,73,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Pittsburg,Contra Costa_CA,CA,61,56,10,13.8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Moore,Spartanburg_SC,SC,51.8,24,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Charlottesville,Albemarle_VA,VA,32,96,8,0,0,Clear,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,77,33,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Leander,Travis_TX,TX,55.4,69,10,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Nottingham,Baltimore County_MD,MD,79,83,10,9,0,Cloudy,FALSE,FALSE,FALSE,day
2,Fort Lauderdale,Broward_FL,FL,91,59,10,13.8,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Chantilly,Fairfax County_VA,VA,30.9,82,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Fresno,Fresno_CA,CA,51,74,10,6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,54,55,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,Hayward,Alameda_CA,CA,59,58,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Cleveland,Blount_AL,AL,46.4,100,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Mount Croghan,Chesterfield_SC,SC,75.2,36,10,15,0,Clear,FALSE,FALSE,FALSE,night
3,Camden,Kershaw_SC,SC,82,54,10,13,0,Fair,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,51.1,89,10,0,0.12,Overcast,FALSE,FALSE,FALSE,day
2,Milwaukee,Milwaukee_WI,WI,68,52,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Beech Grove,Marion_IN,IN,30.9,82,10,4.6,0,Mostly Cloudy,TRUE,FALSE,FALSE,twilight
2,Willowbrook,DuPage_IL,IL,91,48,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Benicia,Solano_CA,CA,60,78,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Clear Brook,Frederick_VA,VA,17.6,79,1.2,3.5,0,Light Snow,TRUE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,73,68,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,night
3,Houston,Harris_TX,TX,53.1,80,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Toms River,Ocean_NJ,NJ,59,87,10,3.5,0,Overcast,FALSE,FALSE,TRUE,day
2,Seattle,King_WA,WA,52,93,10,6.9,0.03,Light Rain,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,82,69,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Polk City,Polk_FL,FL,78.1,87,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Brownton,McLeod_MN,MN,32,99,5,5,0,Cloudy,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,75,79,10,8.1,0,Light Rain,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,82,20,10,20.7,0,Clear,FALSE,FALSE,TRUE,day
3,Lynwood,Los Angeles_CA,CA,75.9,64,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Richmond,Richmond City_VA,VA,33.1,50,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Hercules,Contra Costa_CA,CA,73.9,37,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,26.1,55,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Modesto,Stanislaus_CA,CA,82,18,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,45,76,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,62.6,48,13,8.1,0,Clear,FALSE,FALSE,TRUE,twilight
2,Dallas,Dallas_TX,TX,81,77,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,91,53,10,8.1,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Palm Harbor,Pinellas_FL,FL,79,100,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,West Palm Beach,Palm Beach_FL,FL,78.1,54,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Wilsonville,Washington_OR,OR,45,86,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Miami,Miami-Dade_FL,FL,75,79,10,3.5,0,Partly Cloudy,TRUE,FALSE,FALSE,twilight
2,Austin,Travis_TX,TX,43,82,9,11.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,78.1,79,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Concord,Contra Costa_CA,CA,81,21,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Denver,Denver_CO,CO,19.9,50,10,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
4,Cocoa,Brevard_FL,FL,62.6,94,7,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Fresno,Fresno_CA,CA,81,21,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,81,30,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Bishop,Inyo_CA,CA,73,8,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Washington,District of Columbia_DC,DC,60.1,80,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Weston,Middlesex_MA,MA,51.1,89,8,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Broadview Heights,Cuyahoga_OH,OH,59,64,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Elk River,Sherburne_MN,MN,33,95,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,90,33,9,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Hialeah,Miami-Dade_FL,FL,83,74,10,5,0,Cloudy,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,89.1,52,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Detroit,Wayne_MI,MI,75.9,82,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
3,Houston,Harris_TX,TX,55.4,63,9,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,44,53,10,5,0,Fair,FALSE,FALSE,FALSE,night
3,Aiken,Aiken_SC,SC,50,100,10,0,0,Overcast,FALSE,FALSE,FALSE,night
3,Alexandria,Alexandria_VA,VA,76,74,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Villa Park,DuPage_IL,IL,75.9,76,10,8.1,0,Overcast,FALSE,FALSE,TRUE,day
2,San Jose,Santa Clara_CA,CA,64.9,20,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
3,Detroit,Wayne_MI,MI,55,89,3,10.4,0.18,Rain,TRUE,FALSE,FALSE,night
3,Omaha,Douglas_NE,NE,70.2,96,5,0,0.02,Drizzle,FALSE,FALSE,FALSE,twilight
2,Salem,Marion_OR,OR,80.1,34,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
3,Downey,Los Angeles_CA,CA,55,40,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Minneapolis,Anoka_MN,MN,34,61,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Plainfield,Hendricks_IN,IN,86,55,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Wilmington,New Castle_DE,DE,76,74,10,13,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Paramount,Los Angeles_CA,CA,54,83,9,0,0,Fair,FALSE,FALSE,FALSE,day
3,Blue Springs,Jackson_MO,MO,19.9,96,3,8.1,0,Light Snow,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,90.5,45,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Des Moines,Polk_IA,IA,32,80,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,60.1,86,2.5,8.1,0.03,Rain,TRUE,FALSE,FALSE,night
2,Rush,Monroe_NY,NY,23,81,10,4.6,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Middleboro,Plymouth_MA,MA,50,68,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Fair Oaks,Sacramento_CA,CA,90,21,10,5,0,Fair,FALSE,FALSE,FALSE,day
3,Orlando,Orange_FL,FL,82.9,69,10,17.3,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,West Covina,Los Angeles_CA,CA,73.4,61,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Colton,San Bernardino_CA,CA,72.7,23,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Columbia,Richland_SC,SC,89.1,42,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Dayton,Montgomery_OH,OH,50,89,10,8.1,0,Overcast,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,78.1,66,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,night
3,West Newton,Middlesex_MA,MA,68,93,2.5,4.6,0,Overcast,FALSE,FALSE,TRUE,day
2,Greenville,Greenville_SC,SC,77,90,9,3.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Indianapolis,Hamilton_IN,IN,50.4,100,0.2,0,0,Fog,FALSE,FALSE,FALSE,day
3,Jacksonville,Duval_FL,FL,76,85,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Watsonville,Santa Cruz_CA,CA,52,93,8,5.8,0,Overcast,FALSE,FALSE,FALSE,night
3,Highland Park,Wayne_MI,MI,51,96,10,16,0.01,Cloudy,TRUE,FALSE,FALSE,day
3,Waterloo,Black Hawk_IA,IA,32,82,4,4.6,0,Haze,FALSE,FALSE,FALSE,day
2,Tucson,Pima_AZ,AZ,98.6,21,10,5.8,0,Light Drizzle,FALSE,FALSE,TRUE,day
2,East Hartford,Hartford_CT,CT,72,61,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Vancouver,Clark_WA,WA,45,86,10,9.2,0,Overcast,TRUE,FALSE,FALSE,night
2,Fullerton,Orange_CA,CA,75.9,29,9,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Torrance,Los Angeles_CA,CA,72,24,7,3,0,Fair,TRUE,FALSE,FALSE,day
3,Glendora,Los Angeles_CA,CA,71.6,60,3,4.6,0,Haze,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,63,93,4,10.4,0.09,Heavy Rain,FALSE,FALSE,FALSE,night
4,Raleigh,Wake_NC,NC,66.9,87,8,11.5,0.01,Light Rain,TRUE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,75.9,56,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,64,80,7,9.2,0,Light Rain,FALSE,FALSE,FALSE,day
2,Jamestown,Boone_IN,IN,61,87,7,0,0,Clear,FALSE,FALSE,FALSE,day
2,Central Point,Jackson_OR,OR,32,100,0.5,0,0.11,Snow,FALSE,FALSE,FALSE,day
2,Gatlinburg,Sevier_TN,TN,85,51,10,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Le Roy,Genesee_NY,NY,60.1,55,10,17.3,0,Overcast,FALSE,FALSE,FALSE,night
2,Elgin,Cook_IL,IL,71,66,10,8,0,Fair,FALSE,FALSE,FALSE,twilight
2,Broken Arrow,Tulsa_OK,OK,48.9,38,10,3.5,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Garner,Wake_NC,NC,82,33,10,3,0,Fair,FALSE,FALSE,FALSE,day
3,Sandy Hook,Fairfield_CT,CT,46,42,10,9,0,Fair,FALSE,FALSE,FALSE,day
4,Williamsport,Washington_MD,MD,73.9,66,10,6.9,0.02,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,57.9,75,10,9.2,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Houston,Harris_TX,TX,86,55,7,18.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Oak Creek,Milwaukee_WI,WI,75.9,82,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Van Nuys,Los Angeles_CA,CA,54,18,10,10,0,Cloudy,TRUE,FALSE,FALSE,night
2,Oceanside,San Diego_CA,CA,48,80,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,San Diego,San Diego_CA,CA,69.1,70,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,92,48,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Clifton Park,Saratoga_NY,NY,37.4,81,15,11.5,0,Overcast,TRUE,FALSE,FALSE,day
3,Columbus,Franklin_OH,OH,86,59,10,17.3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,81,69,10,0,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Clearwater,Pinellas_FL,FL,69.1,90,9,6.9,0,Overcast,FALSE,FALSE,FALSE,night
2,Seattle,King_WA,WA,64.9,20,10,11.5,0,Clear,FALSE,FALSE,TRUE,night
2,Ventura,Ventura_CA,CA,75.9,62,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
4,Phoenix,Maricopa_AZ,AZ,55.9,26,10,3.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Irving,Tarrant_TX,TX,50,63,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
3,Salem,Salem_VA,VA,55,55,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Colorado Springs,El Paso_CO,CO,21,74,10,22,0,Cloudy / Windy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,48,83,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Chesterfield,Chesterfield_VA,VA,84.9,48,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
2,Eagle Creek,Clackamas_OR,OR,61,46,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,84.9,72,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
